Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Bwd IAT Total,Bwd IAT Mean,Fwd PSH Flags,Fwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Label
46437588.957309246,18.0,15.0,3895.927997676241,3903.8219187075197,480.8139915060377,29.46822753928881,392.45458142963156,392.40320997492785,29.543215458295307,385.36498017248135,31125.3469594236,8.49952576719987,2832536.8333974136,429077.9451202873,4455710.387991382,67185.41886140672,54797197.73693484,4589382.123132044,36620512.992022,2909054.762495616,1.0,0.0,37.0,22.0,344.6873541672,499.1160120778091,15.358072539087129,1250.662866156554,763.4989441167459,380.7538739099484,235627.31582995167,1.0,0.0,1.0,0.0,0.0,0.0,0.3441370765812285,342.94151406324255,243.73173265051872,709.009311148315,8613.0,34667.0,8.0,22.0,0
26333267.506683387,45.0,33.0,4860.2590732623985,707.3789537292095,1380.925167452709,35.45611546894831,613.9173992835259,510.8388268662513,12.686126845199151,222.3630750865367,229185.19456410332,336.79383856084434,2754992.9336835244,1125344.8211497145,640540.5353316715,96058.6962506625,8404184.225964747,4920942.13947505,37413158.63219511,109595.55506474403,0.0,0.0,36.0,59.0,266.8374732416012,246.73899558321605,37.2497331391785,907.3801409487343,172.42727896028552,461.36954791258364,79793.49294183242,0.0,1.0,0.0,1.0,1.0,0.0,4.172113760755782,464.99713929756126,121.41949611396433,210.3689674586885,1021.0,27787.0,2.0,28.0,0
51516016.59676304,25.0,1.0,2523.6762835636177,2698.897458300281,1180.689291730013,36.842287891807665,724.5957401319614,266.9446835617968,35.60077828470782,55.23503125175258,64602.12558530267,797.7133248450718,4142906.0772690903,1511079.0849468545,9687835.690402372,37091.23215416692,40662839.158653714,1760901.3205219517,8105652.453259228,4244111.773567308,1.0,0.0,53.0,27.0,194.54414851622764,31.590728820947696,5.969109137610258,397.4879309028252,768.3158324058802,458.3401422496836,63984.77047018594,1.0,1.0,0.0,1.0,1.0,0.0,2.6171192392244618,20.500996885901507,410.94312416000236,467.76329450982064,17902.0,33184.0,14.0,26.0,0
41842384.375532776,35.0,35.0,753.7316126542039,2590.545436144456,201.45908005432133,20.145317007323968,582.1428384403142,1316.4989733245789,23.753221921137904,395.56324545449894,76248.1224077721,839.3346923680901,3552953.3259416465,514844.72469074285,3113435.308960017,42508.17675141312,48868618.08798,3191479.5410787584,41612734.63473359,777830.1991671209,0.0,0.0,46.0,36.0,406.33617628867273,298.33311741476166,39.88276044304974,1128.6855009640376,613.4542954505415,324.6963085538703,249852.23134691783,1.0,0.0,0.0,1.0,1.0,0.0,4.5359868666830625,523.0010294487325,191.6376899717541,553.7585393502142,13541.0,18198.0,16.0,39.0,0
5651546.695911084,23.0,22.0,109.12398703267966,4293.557834847886,1495.6706004428568,20.811004589622762,771.3047543685161,453.54052254516654,5.041053669865061,768.2792311557745,316178.1782338021,139.19074104593318,133862.2472214612,1653579.763847489,1901741.2818118096,81212.29611870591,14116148.048550284,2370189.7554527516,40485346.63245702,3033225.1096419534,0.0,0.0,40.0,29.0,355.0696435701622,60.39305084110213,15.16500244366194,163.34210768852506,519.9376242576743,464.1193240560826,179672.4178761311,1.0,0.0,0.0,1.0,0.0,0.0,4.389954404963522,580.1771178597907,749.7296682566694,67.44729665106192,5029.0,61463.0,15.0,32.0,0
58537365.47585372,14.0,6.0,1179.093908794322,2335.4848533438385,1323.632035489308,31.99481643055346,629.9640331757782,859.7745158450016,5.748746458221365,528.9649765870773,196524.4030459596,774.5615652818682,248246.22659293242,1855009.7192500993,2867612.545385549,50576.23147427412,16573165.600030506,4933157.105569287,40955604.74489077,2223995.4520257176,1.0,0.0,38.0,52.0,234.73425448822098,123.13775673449892,25.950996155542178,1170.6500382952233,547.2947888697151,208.3520515412316,11840.943324821996,1.0,1.0,0.0,0.0,0.0,0.0,4.062538845250828,462.345305081258,23.122466705367696,139.41829312663413,20472.0,24034.0,14.0,38.0,0
45668620.979719184,38.0,12.0,693.8382002211443,1950.0439006577533,454.50631928149687,12.578027669768051,696.1051218443026,1196.2826607064062,27.72381707718806,406.4951141703224,460934.03983248206,116.58846314212002,3008190.7038276223,1194789.0581476814,9644088.216965875,73657.3093115733,57871168.64946596,469945.31221461686,4445159.093769641,2214814.7546382807,0.0,0.0,48.0,35.0,446.34968426762026,165.0611757415629,38.7162692593344,901.3784244747998,278.5499724541167,1.8081223924704681,15471.369256394113,1.0,1.0,0.0,0.0,1.0,0.0,2.5794944812221066,407.31587729402054,131.69345543963482,278.3958988672623,33197.0,55452.0,4.0,35.0,0
47164072.25231195,48.0,22.0,3401.187021119773,3212.2338253360663,1261.8690063049698,33.495294493802746,109.00117552323701,1184.3831996885417,6.9177574576831224,106.33981774310057,159646.33165457423,390.6725275663727,2431474.186035755,1337895.317983159,951917.6743451899,45970.94644535921,15876591.72316415,2062462.1965718258,26810883.706006743,359913.91465786926,0.0,0.0,50.0,49.0,115.74406089149757,365.7839067010569,2.3040420151589913,201.69546485874633,524.2130896854601,31.285557923079686,6375.390990049467,1.0,0.0,0.0,0.0,1.0,0.0,1.2585532087471614,651.7504494951324,212.2511654050729,542.672675835885,11678.0,25621.0,10.0,34.0,0
7687689.846900077,13.0,13.0,644.2892229575144,1361.6580548041966,195.37251653221898,19.765665860696938,591.2825323351544,680.0439375329216,20.29170806328173,216.90030662867807,363117.4461791122,998.6109054969039,1301663.092059614,105151.98064611075,8674357.374606801,21549.514181270046,25797993.03695297,4377819.683591654,24542698.88761174,4013958.498810866,0.0,0.0,39.0,22.0,86.02536307015382,92.72025381537176,36.91457451700762,156.07812211486052,165.61985225938693,54.7436628504076,149904.72487821727,0.0,0.0,0.0,0.0,1.0,0.0,2.529877519555663,551.4707193888886,175.18623504269215,362.4473875379156,17898.0,29070.0,2.0,22.0,0
27023705.887796134,39.0,5.0,2551.39646083834,733.2513183316261,1498.6929064923884,4.634268973410736,363.2691856313475,735.3356705366194,39.67097903714843,249.92368066814333,230603.60513443832,193.3982324076789,2093861.7804866934,1891039.782043813,7081360.505070464,74520.38427810108,25951503.078948725,1420972.5013220508,5203602.307108305,4465369.37128151,0.0,0.0,21.0,38.0,321.7590784024572,83.71072047433391,22.712455414173732,1136.2210468172352,751.410237378064,47.67672659143013,17891.125015487953,0.0,0.0,0.0,1.0,1.0,0.0,0.5040568890089003,236.89775098161792,196.10718053217403,592.6721532102314,1320.0,39574.0,7.0,21.0,0
22248510.655930642,13.0,26.0,3483.541680788717,2410.271279157779,1011.8997147155438,2.882365882917748,451.42096588079465,1492.2645534451362,0.16030418933357993,616.5467710336428,330009.65543452644,154.8096189950488,3789793.6833455698,784969.4685298876,8301891.5997986905,13115.516918470992,15182831.961031083,3939176.4603437246,13342853.305880746,56072.32025375808,0.0,0.0,24.0,56.0,486.0251770081834,23.437157006914905,28.17587515909809,467.68642349560224,255.39880516926297,175.85119542513172,233347.08921123264,0.0,1.0,1.0,1.0,1.0,0.0,3.2942307423671306,768.0772037023889,531.7171319477192,696.7263351470901,3303.0,17244.0,10.0,20.0,0
55605972.56592726,36.0,27.0,2922.3383817356757,2107.7712682306296,989.1825227158436,33.679728441578526,530.1998793962382,1024.912316389375,0.6631920759022769,703.8344218664031,299887.7088223236,423.3775322142467,4133230.811804992,1847800.8010908598,9759216.428275285,19858.36635313081,46547689.395138994,1914533.0307384983,26458316.945250407,893842.2743098915,0.0,0.0,25.0,57.0,124.38103008007839,436.74672824058655,5.967367355453934,1338.3807021201317,219.04547958896288,350.6354035546788,234226.6350056695,0.0,0.0,0.0,1.0,1.0,0.0,0.6698860961450381,571.6684114723658,275.4594210842564,611.5303757468635,10318.0,14410.0,13.0,31.0,0
38632263.339719795,39.0,5.0,1030.8872322338857,1193.5469050232136,172.0434613968338,2.222716676275116,776.4557910303441,1229.3721269521088,39.723383277220265,723.2806457818219,236444.7079822232,620.0488574438916,2806554.1163823307,1157955.0495004852,8423125.00861355,62682.49827842086,46311188.74440608,4899912.720910901,44574635.685175076,4519617.039788599,0.0,0.0,38.0,28.0,125.58551908797942,347.0592067536743,21.33549723324129,1152.626610704057,574.7069825914429,395.32440330024747,136513.51668701993,0.0,1.0,0.0,0.0,0.0,0.0,2.555864812503615,790.5923645516912,499.71901788463117,793.9528217043343,29682.0,24850.0,1.0,24.0,0
49365874.03463653,23.0,11.0,4028.457649864023,1862.8585781710349,1349.668762389073,11.224457445346236,787.9709035166672,1357.7287950600787,23.38555336536662,787.9635144355882,475035.5412027561,932.96788163084,1927462.0348046578,9237.59768665522,9434389.68926575,74726.98001920698,22699702.535412915,4417765.652282114,14224487.557002807,2747918.5703874906,0.0,0.0,44.0,35.0,70.60992513313278,20.93328634319562,26.940548589009747,1059.3577572878653,532.0300000916219,295.10663717231233,154159.7328489877,1.0,0.0,0.0,0.0,0.0,0.0,0.2719098708340889,777.5838266897173,714.4011882441072,608.4016336106868,43652.0,52709.0,16.0,39.0,0
26605408.51544104,37.0,10.0,3588.4193628943763,1857.3065511381872,82.33927467852536,13.365201620061832,244.8180314805661,1189.8811608948351,5.076399020740525,786.2460128215353,171422.55001320245,980.8403243875013,1354213.11071404,77083.99864687143,1278083.2153412886,89468.7886867815,50107712.33905294,1507300.467955414,49785164.857584566,751047.8516628024,0.0,0.0,52.0,36.0,430.4212140815424,15.117860513419174,18.249892295507273,446.7648368448384,372.0131563077781,73.21808727848978,72973.60038131246,0.0,1.0,0.0,0.0,0.0,0.0,1.4975624513732293,736.7495837918701,489.99427711004756,684.6997721058115,51663.0,9476.0,9.0,22.0,0
13635096.068364829,14.0,26.0,3705.360659421087,1664.3779994862255,391.60896474007467,6.919777807663752,592.3277280015747,310.36184363220866,35.892087990163745,763.3393235590255,88700.02707451135,70.57099595480324,2610070.435375498,1360837.6113398438,7959927.766018031,27258.649741589168,12785282.989005744,3851195.374575738,32748351.346082065,1014749.472593185,0.0,0.0,29.0,42.0,113.9723726652557,279.778473941053,6.199407124242269,1075.0589977715622,513.3080630588133,373.9508010740876,15993.13560206833,1.0,0.0,0.0,0.0,1.0,0.0,1.1604023033489392,609.1898021557399,561.7355772033775,669.2457596027008,41259.0,28673.0,17.0,38.0,0
33275532.63616307,4.0,29.0,690.0464477242738,1922.1418354455677,248.8119377432871,12.55573479207957,604.9871595895095,860.7692712568554,35.21521200510769,76.02126959224981,339079.2210338261,138.85951983055742,1574433.3432033407,1125336.0276638663,5461300.183869667,11072.425860055435,259342.2342850511,1684945.8626225102,45625540.68939187,3300271.2349413335,0.0,0.0,51.0,41.0,252.08608483571902,141.9846662420688,9.764763003423065,1424.2956193916577,144.4045959734678,177.40095956879946,184365.11129795387,0.0,0.0,0.0,0.0,0.0,0.0,3.1001577135583522,495.35490742763454,305.09257261265867,589.6072945784364,40425.0,44047.0,10.0,33.0,0
3829971.5489944154,5.0,29.0,653.8188661057093,3441.286993461489,1174.0811934106391,29.707702669003424,290.2644318241781,188.7654696792355,21.44801652445501,127.47895802368805,423019.1798978236,790.9472359220979,2820911.5900990674,53064.87441214869,5439520.994847808,95604.66595226292,34270470.5559824,3032207.83823746,28353886.44422809,3624359.2944121184,0.0,0.0,46.0,24.0,495.44536652310006,298.7664488655325,34.175711639739944,173.67735818103063,545.196079773525,6.496674335898122,25446.497187254365,0.0,1.0,0.0,0.0,0.0,0.0,3.9339335601125436,154.2931176726809,144.59600474571315,645.4054169915946,61320.0,46283.0,10.0,22.0,0
49658042.68838293,22.0,37.0,4640.710252992278,1512.5073138735752,329.3781717308309,0.5873137424028307,116.61842439409239,993.2663047834377,24.871681194430263,257.48389065130567,20222.844595967887,271.3615201185896,3383585.260165679,1486919.9224447706,8990226.547441931,15442.308802214244,59644672.26937026,3292745.3611980663,29952154.331107978,2997534.6160910963,0.0,0.0,22.0,50.0,7.058309560099738,217.86748366480168,1.3788397133105113,516.1974573252064,231.0763422522512,140.29431026637468,21389.410254598286,0.0,1.0,0.0,0.0,1.0,0.0,0.2865147727026307,443.814105590531,270.05556871092676,749.05291773658,16753.0,28468.0,13.0,21.0,0
37900232.28292477,45.0,30.0,2011.9878413717056,4746.335316508089,1369.5318116110925,33.08693698082746,51.93862902286141,1434.810165154204,10.927487660035053,451.26063817027995,224871.380942498,884.9642104468543,331329.9753860548,1704290.6741383635,9718320.148280645,19766.69822546395,2319619.945303249,4148147.450019439,37183543.64338903,4765788.751182716,0.0,0.0,34.0,29.0,278.68655916488626,461.73296859281703,28.354483137632496,382.62150757392743,232.8120618076367,165.30027707048893,77805.77730105595,0.0,0.0,1.0,1.0,0.0,0.0,4.251418425776921,616.9936874675753,772.1404659892042,390.66175525050824,52307.0,5337.0,16.0,27.0,0
45485506.31738234,7.0,13.0,1532.705511233461,4585.086176909363,998.1527974181356,34.26192094298233,626.3276394727593,788.5888138781626,2.020787854880206,95.64275319027385,446254.5960746944,663.7898039718577,6336.257648713444,992834.9648786165,7051334.847201378,29132.945355846572,12480676.424433926,123229.75356919238,55678308.51934129,2470823.9547052234,0.0,0.0,32.0,32.0,256.6322323097679,144.61669846572258,39.975601460581075,614.1451962249733,146.50034925615196,137.12276760905146,3116.414959470515,0.0,0.0,0.0,0.0,0.0,0.0,4.3038384747730225,426.2685837903429,505.01287987344693,517.863878651784,61397.0,1042.0,3.0,26.0,0
21272203.56182397,23.0,5.0,2463.376864943605,2425.3157243683895,92.79755732225647,14.890462927661927,401.9657986171866,672.1398395869401,23.782704355634575,679.7216270856711,374834.3475995415,112.7329575782965,1062173.417064874,931514.88071451,4834554.510823121,52939.135402628744,31135359.634582564,1101569.297870346,29509263.072193183,1502059.288800491,0.0,0.0,55.0,53.0,403.91624082866724,339.89353885100786,0.2993198442706646,1123.8056760867617,279.2541653282084,405.9350765937928,108508.903939079,0.0,0.0,0.0,0.0,1.0,0.0,1.711345371440114,697.226520156413,236.45867315853184,421.6529828267627,37207.0,30799.0,10.0,26.0,0
58241910.7656698,35.0,24.0,3327.806495307369,1668.6715768232564,47.927557827902675,6.144515962425392,788.7213322060425,92.33041707051824,11.79020772811052,501.06981968030107,495904.67747716437,832.6967556390831,4472662.977096186,10946.217669254966,4569474.540439435,88282.55660340781,48596634.245955795,3559877.135132305,31719923.62895935,2386687.316969007,0.0,0.0,56.0,47.0,178.2854882368357,27.973101497680997,6.441827312797597,732.3941688810644,278.3758270428359,379.96319879704515,176920.2275200192,0.0,0.0,0.0,1.0,1.0,0.0,3.2950203298516105,105.53160136952465,371.713908386441,683.808850009817,55085.0,53086.0,0.0,30.0,0
53587374.15821054,10.0,36.0,4779.891354952971,2695.7565575568156,115.42055884102243,24.033616317803236,382.6792958310494,1441.2708026006617,26.544841866414078,443.04423379571983,265753.76441746217,177.18002362806777,3231807.5253795674,1573299.4249871986,3869551.157659586,76054.6022729867,5343431.262498118,2818052.661610717,36120215.81468824,1798971.802039388,0.0,0.0,52.0,35.0,205.76033809062173,477.97440656027374,26.96577203572538,873.2666849355596,374.25962912777004,347.7760152063207,200337.23285548473,0.0,0.0,0.0,0.0,1.0,0.0,2.0130651585172474,317.13347147793456,671.7001691961756,356.4604902397757,9014.0,1849.0,9.0,22.0,0
46703231.44092864,36.0,39.0,1460.7732853349928,4248.860024317178,924.6507593656825,4.7869022345957735,782.7752436775954,190.38391883003183,33.44980707370405,148.9428322264871,330031.85982869554,424.07189928497417,860629.7993331773,661432.1334922109,3622374.3054309,70815.75538426351,23714683.9908799,2478529.785927514,44251170.72272625,1122855.0474807569,0.0,0.0,41.0,56.0,84.80105231883297,490.39797648626774,2.3996333834139305,498.66613659437985,168.5272136397526,69.50253925613265,151076.82594973032,0.0,1.0,0.0,1.0,1.0,0.0,0.7709544109481575,414.65224650305265,541.3859851505034,659.3868814928917,57591.0,58160.0,16.0,22.0,0
11679127.832410203,15.0,9.0,4627.049809387655,3276.8332091781062,1210.1634438547462,14.596774443130101,341.0292817113667,99.97547622507653,0.7264217565745623,217.53927003215395,151309.89254085027,552.6327436307706,4451429.54515627,1757527.239565079,3921153.34842747,17518.056785600365,44824800.96199255,276994.5735831943,4311948.278838573,230770.28345136018,0.0,0.0,39.0,35.0,370.6668005862575,369.7982398791898,23.591599354234354,246.2823299471668,170.54587820383773,403.916954853141,211718.55077847815,0.0,0.0,1.0,1.0,0.0,0.0,2.6433120928155516,357.2137307779043,457.3092157687512,643.4965685445683,36966.0,44295.0,17.0,33.0,0
28003793.502618324,40.0,10.0,163.30307727583133,4029.783466617504,388.2871181159872,38.337167236038894,639.0720774367786,399.2572527972102,23.828550987429097,145.04337948616129,473773.0462730296,501.265382931198,2350309.7454964127,746121.175116106,906634.8201594407,35768.26315259742,22293220.96117329,1742031.1414238196,30941730.6238798,1761710.2553320557,1.0,0.0,32.0,42.0,392.569745684886,233.141023310223,27.360004142442243,429.7231274490837,442.5560858973181,338.58798083166187,101625.55094177758,0.0,1.0,0.0,0.0,1.0,0.0,0.43179837250798325,104.69750730081141,710.427043774396,770.2711590675007,14518.0,527.0,5.0,39.0,0
2629182.1434679395,29.0,2.0,2793.7822899410503,2682.3024892860712,1280.1369106676866,39.81857890334548,86.159032403229,135.67443352083833,9.25122158747409,684.5078630799429,183231.1107294125,686.4767526995353,2380982.6916366247,1130155.821261411,783586.4917517777,47840.492608667795,11330996.392117864,4325636.059321331,28896013.760773405,3557335.3292010017,0.0,0.0,50.0,29.0,69.1949970686363,110.77672622430342,23.525853924562806,1295.133239813301,120.52437564297061,97.41884324069594,212193.02126511917,0.0,0.0,0.0,1.0,1.0,0.0,4.392360776979939,139.7520693548118,544.5028663290964,214.15814542078664,4036.0,22525.0,7.0,25.0,0
9258215.234560803,27.0,6.0,3184.5165539381824,3179.2714411673987,123.55863262376016,30.884195654183422,453.26013390745584,704.472049921173,34.955539916152055,475.69773084775017,369281.5052720456,653.034048134386,4677774.177269433,540683.5763986551,7800899.7402843945,14742.595348558585,11730554.147967843,155433.2923431249,55301177.36926999,93170.57657309386,0.0,0.0,23.0,27.0,197.33507992017255,406.4456537837344,14.607388120842689,919.5287647439793,557.3396662312914,324.0469651407582,126618.32762459482,0.0,0.0,0.0,1.0,1.0,0.0,4.621448797048043,673.34148842728,521.3291900170544,573.5032177110115,47180.0,14450.0,11.0,38.0,0
